SN,MID_WID,SAP_New_Code,Nodal
1,213969_542133,20288975,20288975
2,213969_507754,20288976,20288976
3,213969_545295,20288980,Advance
4,213969_141438,20288981,20288981
5,851113_402632,20182134,20182134
6,851113_566843,20301615,20301615
7,851113_566844,20301616,20301616
8,883292_592382,20309905,20309905
9,883292_592383,20309906,20309906
10,883292_592384,20309907,20309907
11,883292_592385,20309908,20309908
12,883292_592386,20309909,20309909
13,883292_592387,20309910,20309910
14,883292_592388,20309911,20309911
15,883292_592389,20309912,20309912
16,883292_592390,20309913,20309913
17,883292_592391,20309914,20309914
18,883292_592392,20309915,20309915
19,883292_592393,20309916,20309916
20,883292_592394,20309917,20309917
21,883292_592395,20309918,20309918
22,883292_592396,20309919,20309919
23,883292_592397,20309920,20309920
24,883292_592398,20309921,20309921
25,883292_592399,20309922,20309922
26,883292_592400,20309923,20309923
27,883292_592401,20309924,20309924
28,883292_592402,20309925,20309925
29,883292_592403,20309926,20309926
30,883292_592404,20309927,20309927
31,883292_592405,20309928,20309928
32,883292_592406,20309929,20309929
33,883292_592407,20309930,20309930
34,883292_592408,20309931,20309931
35,883292_592409,20309932,20309932
36,883292_592410,20309933,20309933
37,883292_592411,20309934,20309934
38,883292_592412,20309935,20309935
39,883292_592413,20309936,20309936
40,883292_411182,20189770,20189770
41,883292_591659,20309937,20309937
42,883292_591660,20309938,20309938
43,883292_591661,20309939,20309939
44,883292_591662,20309940,20309940
45,883292_591663,20309941,20309941
46,883292_591664,20309942,20309942
47,883292_591665,20309943,20309943
48,883292_591666,20309944,20309944
49,883292_591667,20309945,20309945
50,883292_591668,20309946,20309946
51,883292_591669,20309947,20309947
52,883292_591670,20309948,20309948
53,883292_591671,20309949,20309949
54,883292_591672,20309950,20309950
55,883292_591673,20309951,20309951
56,883292_591674,20309952,20309952
57,883292_591675,20309953,20309953
58,883292_591676,20309954,20309954
59,883292_591677,20309955,20309955
60,883292_591678,20309956,20309956
61,883292_591679,20309957,20309957
62,883292_591680,20309958,20309958
63,883292_591681,20309959,20309959
64,883292_591682,20309960,20309960
65,883292_591683,20309961,20309961
66,883292_591684,20309962,20309962
67,883292_591685,20309963,20309963
68,883292_591686,20309964,20309964
69,883292_591687,20309965,20309965
70,883292_591688,20309966,20309966
71,883292_591689,20309967,20309967
72,883292_591690,20309968,20309968
73,883292_591691,20309969,20309969
74,928540_426843,20203475,20203475
75,928540_563569,20299416,20299416
76,928540_563570,20299417,20299417
77,928540_563571,20299418,20299418
78,928540_563572,20299419,20299419
79,928540_563573,20299420,20299420
80,928540_563575,20299421,20299421
81,928540_563576,20299422,20299422
82,928540_563577,20299423,20299423
83,928540_563578,20299424,20299424
84,928540_563580,20299425,20299425
85,928540_563581,20299426,20299426
86,970830_593901,20310405,20310405
87,970830_593899,20310406,20310406
88,970830_593902,20310407,20310407
89,970830_593900,20310408,20310408
90,970830_439167,20214262,20214262
91,970830_506008,20261508,20261508
92,1015737_535874,20284450,Advance
93,1015737_450978,20284451,Advance
94,1015737_507764,20284452,Advance
95,1015737_555408,20292404,Advance
96,1015737_558297,20294636,Advance
97,1015737_563146,20298007,Advance
98,1015737_566257,8302356,Advance
99,1015737_566190,8302357,Advance
100,1015737_566234,8302358,Advance
101,1015737_566154,8302359,Advance
102,1015737_566216,8302360,Advance
103,1015737_566272,8302361,Advance
104,1015737_566186,8302362,Advance
105,1015737_566194,8302363,Advance
106,1015737_566158,8302364,Advance
107,1015737_566209,8302365,Advance
108,1015737_566210,8302366,Advance
109,1015737_566237,8302367,Advance
110,1015737_566213,8302368,Advance
111,1015737_566239,8302369,Advance
112,1015737_566245,8302370,Advance
113,1015737_566246,8302371,Advance
114,1015737_566278,8302372,Advance
115,1015737_566297,8302373,Advance
116,1015737_566197,8302435,Advance
117,1015737_566149,8302436,Advance
118,1015737_566165,8302437,Advance
119,1015737_566253,8302438,Advance
120,1015737_566205,8302439,Advance
121,1015737_566264,8302440,Advance
122,1015737_566198,8302448,Advance
123,1015737_566211,8302450,Advance
124,1015737_566156,8302455,Advance
125,1015737_566262,8302456,Advance
126,1015737_566236,8302462,Advance
127,1015737_566283,8302463,Advance
128,1015737_566193,8302464,Advance
129,1015737_566189,8302610,Advance
130,1015737_566208,8302630,Advance
131,1015737_566268,8302639,Advance
132,1015737_566273,8302645,Advance
133,1015737_566167,20310425,Advance
134,1015737_566173,20310426,Advance
135,1015737_566206,20310427,Advance
136,1015737_566207,20310428,Advance
137,1015737_566212,20310429,Advance
138,1015737_566223,20310430,Advance
139,1015737_566226,20310431,Advance
140,1015737_566227,20310432,Advance
141,1015737_566233,20310433,Advance
142,1015737_566247,20310434,Advance
143,1015737_566248,20310435,Advance
144,1015737_566269,20310436,Advance
145,1015737_566270,20310437,Advance
146,1015737_566274,20310438,Advance
147,1015737_566275,20310439,Advance
148,1015737_566276,20310440,Advance
149,1015737_566285,20310441,Advance
150,1015737_566288,20310442,Advance
151,1015737_566289,20310443,Advance
152,1015737_592429,20310444,Advance
153,1015737_592434,20310445,Advance
154,1015737_592435,20310446,Advance
155,1015737_592437,20310447,Advance
156,1015737_592439,20310448,Advance
157,1047795_462829,20236524,20236524
158,1047795_548729,20290563,20290563
159,1047795_548731,20290572,20290572
160,1047795_548733,20290569,20290569
161,1047795_548734,20290565,20290565
162,1047795_548735,20290568,20290568
163,1047795_548736,20290570,20290570
164,1047795_548738,20290564,20290564
165,1047795_548742,20290571,20290571
166,1047795_548753,20290567,20290567
167,1047795_548755,20290566,20290566
168,1047795_570282,20302794,20302794
169,1047795_570285,20302795,20302795
170,1047795_570286,20302796,20302796
171,1047795_570287,20302797,20302797
172,1047795_570288,20302798,20302798
173,1047795_570289,20302799,20302799
174,1047795_570291,20302800,20302800
175,1047795_570292,20302801,20302801
176,1047795_570293,20302802,20302802
177,1047795_570294,20302803,20302803
178,1047795_570690,20302804,20302804
179,1088210_484537,20286172,Advance
180,1088210_537834,20286171,Advance
181,1088210_484770,20286173,Advance
182,1088210_544258,20288974,Advance
183,1088210_566390,8302392,Advance
184,1088210_566711,8302393,Advance
185,1088210_566468,8302394,Advance
186,1088210_566657,8302395,Advance
187,1088210_566474,8302396,Advance
188,1088210_566694,8302397,Advance
189,1088210_566589,8302398,Advance
190,1088210_566692,8302399,Advance
191,1088210_566612,8302400,Advance
192,1088210_566642,8302401,Advance
193,1088210_566676,8302402,Advance
194,1088210_566616,8302403,Advance
195,1088210_566636,8302404,Advance
196,1088210_566728,8302405,Advance
197,1088210_566681,8302406,Advance
198,1088210_566553,8302407,Advance
199,1088210_566608,8302408,Advance
200,1088210_566464,8302409,Advance
201,1088210_566407,8302410,Advance
202,1088210_566550,8302411,Advance
203,1088210_566668,8302412,Advance
204,1088210_566436,8302413,Advance
205,1088210_566682,8302414,Advance
206,1088210_566437,8302415,Advance
207,1088210_566400,8302416,Advance
208,1088210_566525,8302417,Advance
209,1088210_566604,8302418,Advance
210,1088210_566622,8302419,Advance
211,1088210_566669,8302420,Advance
212,1088210_566672,8302421,Advance
213,1088210_566413,8302422,Advance
214,1088210_566385,8302423,Advance
215,1088210_566546,8302424,Advance
216,1088210_566549,8302425,Advance
217,1088210_566559,8302426,Advance
218,1088210_566569,8302427,Advance
219,1088210_566432,8302428,Advance
220,1088210_566496,8302429,Advance
221,1088210_566540,8302430,Advance
222,1088210_566693,8302431,Advance
223,1088210_566706,8302432,Advance
224,1088210_566375,8302433,Advance
225,1088210_566690,8302434,Advance
226,1088210_566516,8302441,Advance
227,1088210_566448,8302442,Advance
228,1088210_566537,8302443,Advance
229,1088210_566661,8302444,Advance
230,1088210_566395,8302445,Advance
231,1088210_566689,8302451,Advance
232,1088210_566613,8302452,Advance
233,1088210_566443,8302453,Advance
234,1088210_566381,8302454,Advance
235,1088210_566429,8302457,Advance
236,1088210_566518,8302458,Advance
237,1088210_566478,8302465,Advance
238,1088210_566382,8302466,Advance
239,1088210_566502,8302467,Advance
240,1088210_566592,8302468,Advance
241,1088210_566683,8302469,Advance
242,1088210_566511,8302470,Advance
243,1088210_566551,8302471,Advance
244,1088210_566673,8302472,Advance
245,1088210_566688,8302473,Advance
246,1088210_566658,8302474,Advance
247,1088210_566602,8302475,Advance
248,1088210_566617,8302476,Advance
249,1088210_566405,8302477,Advance
250,1088210_566544,8302478,Advance
251,1088210_566552,8302479,Advance
252,1088210_566601,8302480,Advance
253,1088210_566686,8302481,Advance
254,1088210_566684,8302482,Advance
255,1088210_566691,8302483,Advance
256,1088210_566456,8302484,Advance
257,1088210_566560,8302485,Advance
258,1088210_566713,8302486,Advance
259,1088210_566660,8302487,Advance
260,1088210_566729,8302488,Advance
261,1088210_566701,8302489,Advance
262,1088210_566483,8302490,Advance
263,1088210_566712,8302491,Advance
264,1088210_566503,8302492,Advance
265,1088210_566387,8302493,Advance
266,1088210_566557,8302494,Advance
267,1088210_566626,8302495,Advance
268,1088210_566417,8302496,Advance
269,1088210_566446,8302497,Advance
270,1088210_566548,8302498,Advance
271,1088210_566374,8302499,Advance
272,1088210_566422,8302500,Advance
273,1088210_566609,8302501,Advance
274,1088210_566666,8302502,Advance
275,1088210_566451,8302503,Advance
276,1088210_566442,8302504,Advance
277,1088210_566419,8302505,Advance
278,1088210_566727,8302506,Advance
279,1088210_566480,8302507,Advance
280,1088210_566679,8302508,Advance
281,1088210_566485,8302509,Advance
282,1088210_566457,8302510,Advance
283,1088210_566580,8302511,Advance
284,1088210_566467,8302512,Advance
285,1088210_566730,8302513,Advance
286,1088210_566498,8302514,Advance
287,1088210_566532,8302515,Advance
288,1088210_566554,8302516,Advance
289,1088210_566566,8302517,Advance
290,1088210_566631,8302518,Advance
291,1088210_566634,8302519,Advance
292,1088210_566664,8302520,Advance
293,1088210_566710,8302521,Advance
294,1088210_566411,8302522,Advance
295,1088210_566412,8302523,Advance
296,1088210_566414,8302524,Advance
297,1088210_566426,8302525,Advance
298,1088210_566469,8302526,Advance
299,1088210_566499,8302527,Advance
300,1088210_566521,8302528,Advance
301,1088210_566526,8302529,Advance
302,1088210_566545,8302530,Advance
303,1088210_566574,8302531,Advance
304,1088210_566576,8302532,Advance
305,1088210_566596,8302533,Advance
306,1088210_566628,8302534,Advance
307,1088210_566670,8302535,Advance
308,1088210_566707,8302536,Advance
309,1088210_566721,8302537,Advance
310,1088210_566725,8302538,Advance
311,1088210_566734,8302539,Advance
312,1088210_566378,8302541,Advance
313,1088210_566380,8302542,Advance
314,1088210_566386,8302543,Advance
315,1088210_566391,8302544,Advance
316,1088210_566404,8302545,Advance
317,1088210_566408,8302546,Advance
318,1088210_566410,8302547,Advance
319,1088210_566416,8302548,Advance
320,1088210_566424,8302549,Advance
321,1088210_566425,8302550,Advance
322,1088210_566427,8302551,Advance
323,1088210_566449,8302552,Advance
324,1088210_566453,8302553,Advance
325,1088210_566458,8302554,Advance
326,1088210_566470,8302555,Advance
327,1088210_566477,8302556,Advance
328,1088210_566494,8302557,Advance
329,1088210_566504,8302558,Advance
330,1088210_566510,8302559,Advance
331,1088210_566512,8302560,Advance
332,1088210_566515,8302561,Advance
333,1088210_566524,8302562,Advance
334,1088210_566529,8302563,Advance
335,1088210_566541,8302564,Advance
336,1088210_566564,8302565,Advance
337,1088210_566568,8302566,Advance
338,1088210_566572,8302567,Advance
339,1088210_566582,8302568,Advance
340,1088210_566583,8302569,Advance
341,1088210_566587,8302570,Advance
342,1088210_566591,8302571,Advance
343,1088210_566593,8302572,Advance
344,1088210_566597,8302573,Advance
345,1088210_566599,8302574,Advance
346,1088210_566619,8302575,Advance
347,1088210_566635,8302576,Advance
348,1088210_566637,8302577,Advance
349,1088210_566641,8302578,Advance
350,1088210_566650,8302579,Advance
351,1088210_566652,8302580,Advance
352,1088210_566662,8302581,Advance
353,1088210_566680,8302582,Advance
354,1088210_566685,8302583,Advance
355,1088210_566698,8302584,Advance
356,1088210_566703,8302585,Advance
357,1088210_566708,8302586,Advance
358,1088210_566709,8302587,Advance
359,1088210_566717,8302588,Advance
360,1088210_566719,8302589,Advance
361,1088210_566723,8302590,Advance
362,1088210_566731,8302591,Advance
363,1088210_573514,8302620,Advance
364,1088210_566633,20306225,Advance
365,1088210_566523,20306226,Advance
366,1088210_566714,20306227,Advance
367,1088210_566500,20306228,Advance
368,1088210_566565,20306229,Advance
369,1088210_566638,20306230,Advance
370,1088210_566372,20306231,Advance
371,1088210_566528,20306232,Advance
372,1088210_566632,20306233,Advance
373,1088210_566434,20306234,Advance
374,1088210_566702,20306235,Advance
375,1088210_566607,20306236,Advance
376,1088210_566562,20306237,Advance
377,1088210_566488,20306238,Advance
378,1088210_566492,20306239,Advance
379,1088210_566542,20306240,Advance
380,1088210_566646,20306241,Advance
381,1088210_566579,20306242,Advance
382,1088210_566481,20306243,Advance
383,1088210_566543,20306244,Advance
384,1088210_566522,20306245,Advance
385,1088210_566370,20306246,Advance
386,1088210_566605,20306247,Advance
387,1088210_566418,20306248,Advance
388,1088210_566614,20306249,Advance
389,1088210_566373,20306250,Advance
390,1088210_566705,20306251,Advance
391,1088210_566623,20306252,Advance
392,1088210_566570,20306253,Advance
393,1088210_566586,20306254,Advance
394,1088210_566441,20306255,Advance
395,1088210_566440,20306256,Advance
396,1088210_566627,20306257,Advance
397,1088210_566654,20306258,Advance
398,1088210_566421,20306259,Advance
399,1088210_579423,8302667,Advance
400,1088210_582220,8302675,Advance
401,1088210_582221,8302676,Advance
402,1088210_566493,8302695,Advance
403,1088210_566479,8302696,Advance
404,1140570_532134,20284168,Advance
405,1140570_536881,20286185,Advance
406,1140570_591170,20310449,Advance
407,1140570_591174,20310450,Advance
408,1140570_591188,20310451,Advance
409,1140570_591213,20310452,Advance
410,1140570_591215,20310453,Advance
411,1140570_591216,20310454,Advance
412,1140570_591221,20310455,Advance
413,1140570_591226,20310456,Advance
414,1140570_591229,20310457,Advance
415,1140570_591235,20310458,Advance
416,1140570_591241,20310459,Advance
417,1140570_591248,20310460,Advance
418,1140570_591364,20310461,Advance
419,1140570_593193,20310462,Advance
420,1140570_593195,20310463,Advance
421,1140570_593196,20310464,Advance
422,1140570_593198,20310465,Advance
423,1140570_593199,20310466,Advance
424,1140570_593203,20310467,Advance
425,1140570_593205,20310468,Advance
426,1144189_534308,20285381,20285381
427,1144189_534841,20285382,20285382
428,1144189_534842,20285389,20285389
429,1144189_534843,20285388,20285388
430,1144189_534845,20285386,20285386
431,1144189_534846,20285378,20285378
432,1144189_534847,20285380,20285380
433,1144189_534864,20285384,20285384
434,1144189_534865,20285379,20285379
435,1144189_534866,20285387,20285387
436,1144189_534868,20285383,20285383
437,1144189_535129,20285385,20285385
438,1144189_554514,20292527,20292527
439,1144189_554515,20292528,20292528
440,1144189_554516,20292526,20292526
441,1144189_576588,20307181,20307181
442,1148801_537742,20286210,20286210
443,1148801_537741,20286211,20286211
444,1148801_537738,20286212,20286212
445,1148801_537737,20286213,20286213
446,1148801_537736,20286214,20286214
447,1148801_537734,20286215,20286215
448,1148801_537733,20286216,20286216
449,1148801_537732,20286217,20286217
450,1148801_537730,20286218,20286218
451,1148801_537728,20286219,20286219
452,1148801_537726,20286220,20286220
453,1148801_537725,20286221,20286221
454,1148801_537724,20286222,20286222
455,1148801_537722,20286225,20286225
456,1148801_537720,20286226,20286226
457,1148801_537716,20286227,20286227
458,1148801_564379,20299487,20299487
459,1148801_564380,20299488,20299488
460,1148801_564381,20299489,20299489
461,1148801_564382,20299490,20299490
462,1148801_564383,20299491,20299491
463,1148801_564384,20299492,20299492
464,1148801_564385,20299493,20299493
465,1148801_564386,20299494,20299494
466,1148801_564387,20299495,20299495
467,1148801_564388,20299496,20299496
468,1148801_565415,20299499,20299499
469,1148801_565416,20299500,20299500
470,1148801_565417,20299501,20299501
471,1148801_565418,20299502,20299502
472,1148801_565419,20299503,20299503
473,1148801_582882,20309205,20309205
474,1167452_563059,20298058,20298058
475,1167452_563060,20298059,20298059
476,1167452_563061,20298060,20298060
477,1167452_563062,20298061,20298061
478,1167452_563073,20298062,20298062
479,1167452_563074,20298063,20298063
480,1167452_563075,20298064,20298064
481,1167452_563076,20298065,20298065
482,1167452_563077,20298066,20298066
483,1167452_563116,20298067,20298067
484,1167452_563132,20298068,20298068
485,1167452_563133,20298069,20298069
486,1167452_563134,20298070,20298070
487,1167452_563135,20298071,20298071
488,1167452_563136,20298072,20298072
489,1167452_563202,20298079,20298079
490,1167452_563203,20298080,20298080
491,1167452_563204,20298081,20298081
492,1167452_563205,20298082,20298082
493,1167452_563382,20298083,20298083
494,1167452_563010,20298084,20298084
495,1167452_563383,20298085,20298085
496,1167452_563384,20298086,20298086
497,1167452_563385,20298088,20298088
498,1167452_563386,20298089,20298089
499,1167452_566313,20300987,20300987
500,1167452_563078,20299315,20299315
501,1167452_568258,20302687,20302687
502,1167452_568259,20302688,20302688
503,1167452_563200,20299317,20299317
504,1167452_573042,20304998,20304998
505,1167452_573043,20304999,20304999
506,1167452_563199,20299318,20299318
507,1167452_581274,20308619,20308619
508,1167452_581304,20308620,20308620
509,1167521_563154,20298073,20298073
510,1167521_563155,20298074,20298074
511,1167521_563156,20298075,20298075
512,1167521_563157,20298076,20298076
513,1167521_563158,20298077,20298077
514,1167521_563098,20298090,20298090
515,1167521_594608,20310415,20310415
516,1167521_594609,20310416,20310416
517,1167521_594610,20310417,20310417
518,1167521_594611,20310418,20310418
519,1135286_526305,20277265,Advance
520,1135286_530374,20277260,Advance
521,1095382_487529,20253892,20253892
522,1095382_489019,20253891,20253891
523,1095382_492270,20253890,20253890
524,1095382_492273,20253889,20253889
525,1095382_492274,20253888,20253888
526,1095382_494545,20253893,20253893
527,1095382_527907,20281560,20281560
528,1095382_531972,20281561,20281561
529,1095382_534833,20284445,20284445
530,1095382_534528,20284446,20284446
531,603452_526233,20279205,20279205
532,603452_526232,20279206,20279206
533,603452_332398,20010185,20010185
534,603452_530375,20279207,20279207
535,1026325_532247,20282879,20282879
536,1026325_454272,20225798,20225798
537,1133625_536066,20284453,Advance
538,1133625_536067,20284454,Advance
539,1133625_536068,20284455,Advance
540,1133625_536069,20284456,Advance
541,1133625_536070,20284457,Advance
542,1133625_536071,20284458,Advance
543,1133625_524894,20284459,Advance
544,1137777_536654,20284460,Advance
545,1137777_530518,20284461,Advance
546,22430_536705,20284448,20284448
547,22430_536707,20284447,20284447
548,22430_536708,20284466,20284466
549,22430_536710,20284469,20284469
550,22430_536711,20284472,20284472
551,22430_536712,20284471,20284471
552,22430_536713,20284449,20284449
553,22430_536718,20284470,20284470
554,22430_536723,20284467,20284467
555,22430_536730,20284468,20284468
556,22430_536731,20284465,20284465
557,22430_1758,20053126,20053126
558,1015391_534871,20284462,20284462
559,1015391_450823,20284463,20284463
560,899183_535279,20284654,20284654
561,899183_415974,20192898,20192898
562,765540_535281,20284595,20284595
563,765540_373467,20162050,20162050
564,714322_535954,20284543,20284543
565,714322_357538,20152366,20152366
566,714322_532701,20282566,20282566
567,714322_533567,20282567,20282567
568,1097793_536974,20284464,20284464
569,1097793_488563,20258267,20258267
570,1097793_536981,20286175,20286175
571,1148339_537067,20286176,20286176
572,1148339_536769,20286177,20286177
573,1148505_537175,20286178,20286178
574,1148505_537254,20286179,20286179
575,1095382_537571,20286180,20286180
576,1096180_487900,20253925,20253925
577,1096180_526136,20283196,Advance
578,1142417_533142,20286188,20286188
579,1142417_537781,20286186,Advance
580,799250_386379,20286189,20286189
581,799250_507891,20286187,Advance
582,1111346_537831,20286190,20286190
583,1111346_537835,20286191,20286191
584,1111346_537837,20286192,20286192
585,1111346_537838,20286193,20286193
586,1111346_537868,20286194,20286194
587,1111346_537867,20286195,20286195
588,1111346_537864,20286196,20286196
589,1111346_537843,20286197,20286197
590,1111346_537844,20286198,20286198
591,1111346_537847,20286199,20286199
592,1111346_537848,20286200,20286200
593,1111346_537850,20286201,20286201
594,1111346_537851,20286202,20286202
595,1111346_537861,20286203,20286203
596,1111346_537862,20286204,20286204
597,1111346_537863,20286205,20286205
598,1111346_537854,20286206,20286206
599,1111346_537856,20286207,20286207
600,1111346_537858,20286208,20286208
601,1111346_537859,20286209,20286209
602,1111346_496320,20266390,20266390
603,1148505_537699,20286228,20286228
604,1111346_538090,20286229,20286229
605,1111346_538091,20286230,20286230
606,1111346_538093,20286231,20286231
607,1111346_538094,20286232,20286232
608,1111346_538097,20286233,20286233
609,1111346_538099,20286234,20286234
610,1111346_538100,20286235,20286235
611,1111346_538101,20286236,20286236
612,1111346_538103,20286237,20286237
613,1111346_538104,20286238,20286238
614,1111346_538105,20286239,20286239
615,1111346_538108,20286240,20286240
616,1111346_538109,20286241,20286241
617,1111346_538110,20286242,20286242
618,1111346_538171,20286243,20286243
619,1111346_538174,20286244,20286244
620,1111346_538175,20286245,20286245
621,1111346_537846,20286246,20286246
622,1111346_538339,20286247,20286247
623,1111346_538411,20286248,20286248
624,1111346_538412,20286249,20286249
625,1111346_538413,20286250,20286250
626,1111346_538414,20286251,20286251
627,1111346_538415,20286252,20286252
628,1111346_538416,20286253,20286253
629,22430_536877,20286224,20286224
630,1058913_538631,20286255,Advance
631,1058913_507785,20286256,Advance
632,1058913_470169,20286257,Advance
633,751556_367241,20158429,20158429
634,751556_463991,20229048,20229048
635,751556_537921,20286260,20286260
636,1111346_538719,20286261,20286261
637,1111346_538721,20286262,20286262
638,1111346_538722,20286263,20286263
639,1111346_538723,20286264,20286264
640,1098240_488779,20254025,20254025
641,1098240_488992,20254032,20254032
642,1098240_488995,20254029,20254029
643,1098240_488999,20254028,20254028
644,1098240_489084,20254030,20254030
645,1098240_489087,20254031,20254031
646,1098240_489134,20254026,20254026
647,1098240_494242,20254027,20254027
648,1098240_538766,20286265,20286265
649,1095382_538889,20286266,20286266
650,1095382_535374,20286267,20286267
651,22430_539950,20286268,20286268
652,1095382_540108,20286269,20286269
653,1095382_540109,20287255,20287255
654,1095382_540110,20287256,20287256
655,1148505_538301,20287257,20287257
656,1148505_538302,20287258,20287258
657,1111346_540552,20287254,20287254
658,1111346_540553,20287260,20287260
659,1111346_540554,20287261,20287261
660,1097793_505578,20258266,20258266
661,1095382_540789,20287265,20287265
662,1095382_540797,20287266,20287266
663,1095382_538136,20287267,20287267
664,1111346_540886,20287268,20287268
665,1151165_541402,20288119,20288119
666,1151165_541403,20288120,20288120
667,1151165_540989,20288121,20288121
668,859301_541955,20288130,20288130
669,859301_404852,20191507,20191507
670,672490_542879,20288197,20288197
671,672490_542932,20288176,20288176
672,672490_542880,20288204,20288204
673,672490_542881,20288212,20288212
674,672490_542882,20288211,20288211
675,672490_542883,20288210,20288210
676,672490_542884,20288209,20288209
677,672490_542931,20288179,20288179
678,672490_542930,20288181,20288181
679,672490_542885,20288207,20288207
680,672490_542929,20288182,20288182
681,672490_542928,20288184,20288184
682,672490_542886,20288206,20288206
683,672490_542927,20288185,20288185
684,672490_542887,20288217,20288217
685,672490_542926,20288187,20288187
686,672490_542925,20288188,20288188
687,672490_542888,20288201,20288201
688,672490_542924,20288191,20288191
689,672490_542890,20288198,20288198
690,672490_542921,20288193,20288193
691,672490_542920,20288202,20288202
692,672490_542919,20288190,20288190
693,672490_542918,20288183,20288183
694,672490_542891,20288199,20288199
695,672490_542917,20288215,20288215
696,672490_542916,20288195,20288195
697,672490_542893,20288189,20288189
698,672490_542915,20288186,20288186
699,672490_542914,20288180,20288180
700,672490_542896,20288205,20288205
701,672490_542913,20288178,20288178
702,672490_542900,20288194,20288194
703,672490_542905,20288177,20288177
704,672490_542906,20288200,20288200
705,672490_542908,20288196,20288196
706,672490_542911,20288216,20288216
707,672490_542910,20288214,20288214
708,672490_542909,20288213,20288213
709,672490_542907,20288203,20288203
710,672490_542904,20288163,20288163
711,672490_542897,20288208,20288208
712,672490_542892,20288192,20288192
713,672490_347122,20131617,20131617
714,81406_58228,20004471,20004471
715,81406_540092,20287272,20287272
716,81406_545450,20288984,20288984
717,876952_544330,20289894,Advance
718,876952_544331,20289895,Advance
719,876952_409291,20289896,20289896
720,1155114_548098,20288978,Advance
721,1155114_545663,20288979,20288979
722,1135286_551411,20291830,20291830
723,1135286_551443,20291831,20291831
724,834961_546978,20289979,20289979
725,834961_433724,20210015,20210015
726,1158449_553018,20292405,20292405
727,1012777_554026,20292406,20292406
728,1158922_550460,20292407,PFC
729,1156329_553637,20292408,PFC
730,1156329_553638,20292409,PFC
731,1158942_550480,20292410,PFC
732,1156329_553639,20292411,PFC
733,1156329_553640,20292412,PFC
734,1156329_553641,20292413,PFC
735,1158943_553878,20292414,PFC
736,1156329_554750,20292415,PFC
737,1158946_553992,20292416,PFC
738,1156329_554306,20292417,PFC
739,1156329_553642,20292418,PFC
740,1156329_553643,20292419,PFC
741,1156329_553644,20292420,PFC
742,1159111_550675,20292421,PFC
743,1156329_553645,20292422,PFC
744,1159664_551379,20292423,PFC
745,1159664_553166,20292424,PFC
746,984698_554036,20292425,20292425
747,1157057_553337,20292426,PFC
748,1157057_553338,20292427,PFC
749,989424_553169,20292428,PFC
750,989424_553170,20292429,PFC
751,1157057_553339,20292430,PFC
752,989424_553172,20292431,PFC
753,1157057_553340,20292432,PFC
754,1157057_553344,20292433,PFC
755,1157900_553994,20292434,PFC
756,1157905_553432,20292435,PFC
757,1157905_553433,20292436,PFC
758,1157905_553434,20292437,PFC
759,1157905_553435,20292438,PFC
760,1157905_553436,20292439,PFC
761,1157905_553437,20292440,PFC
762,1157905_553438,20292441,PFC
763,1157905_553439,20292442,PFC
764,1157905_553440,20292443,PFC
765,1157905_553441,20292444,PFC
766,1156350_553346,20292445,20292445
767,1157494_553349,20292446,PFC
768,1157256_553348,20292447,20292447
769,1157493_553345,20292448,20292448
770,1157984_553323,20292449,20292449
771,1158446_553324,20292450,20292450
772,1158638_553176,20292451,PFC
773,1158921_553016,20292452,20292452
774,1159108_550672,20292453,20292453
775,1075298_555308,20294616,PFC
776,1075298_555309,20294617,PFC
777,1075298_555313,20294618,PFC
778,1075298_555314,20294619,PFC
779,1075298_555315,20294620,PFC
780,1075298_555316,20294621,PFC
781,1075298_555317,20294622,PFC
782,1075298_555318,20294623,PFC
783,1075298_555345,20294624,PFC
784,1075298_555487,20294625,PFC
785,1075298_555519,20294626,PFC
786,1075298_556652,20294627,PFC
787,1075298_556655,20294628,PFC
788,1075298_556656,20294629,PFC
789,1075298_556657,20294630,PFC
790,1075298_556659,20294631,PFC
791,1075298_556662,20294632,PFC
792,1075298_556663,20294633,PFC
793,1075298_556664,20294634,PFC
794,1075298_556665,20294635,PFC
795,1111346_562429,20298057,20298057
796,1167546_563160,20298078,20298078
797,1167546_563147,20298087,20298087
798,1167796_563438,20299427,20299427
799,1167796_563587,20299428,20299428
800,1146899_558367,20294690,20294690
801,1146899_535802,20285706,20285706
802,1146899_536854,20285707,20285707
803,134570_96293,20063588,20063588
804,134570_564701,20299497,20299497
805,723160_359423,20157303,20157303
806,723160_564915,20299498,20299498
807,1167740_563371,20299877,20299877
808,1167740_566115,20300986,20300986
809,21051_723,20052964,20052964
810,21051_555109,20292487,20292487
811,21051_556022,20294655,20294655
812,876952_567401,8302374,Advance
813,876952_567498,8302375,Advance
814,876952_567613,8302376,Advance
815,876952_567615,8302377,Advance
816,876952_567619,8302378,Advance
817,876952_567531,8302379,Advance
818,876952_567539,8302380,Advance
819,876952_567558,8302381,Advance
820,876952_567587,8302382,Advance
821,876952_567630,8302383,Advance
822,876952_567602,8302384,Advance
823,876952_567566,8302385,Advance
824,876952_567621,8302386,Advance
825,876952_567792,8302387,Advance
826,876952_567798,8302388,Advance
827,876952_567828,8302389,Advance
828,876952_567829,8302390,Advance
829,876952_567834,8302391,Advance
830,945137_432502,20209170,20209170
831,945137_469859,20237301,20237301
832,945137_568205,20302621,20302621
833,945137_511872,20268416,20268416
834,1152303_542333,20302685,PFC
