SN,MID_WID,SAP_New_Code,Nodal
3736,1193264,9200004690,9200004690
3737,1193290,9200004691,9200004691
3738,1193303,9200004692,9200004692
3739,1193390,9200004693,9200004693
3740,1193392,9200004694,9200004694
3741,1193394,9200004695,9200004695
3742,1193812,9200004697,9200004697
3743,1193813,9200004698,9200004698
3744,1193826,9200004699,9200004699
3745,1191544,9200004700,9200004700
3746,1192237,9200004701,9200004701
3747,1192314,9200004702,9200004702
3748,1193272,9200004703,9200004703
3749,1193397,9200004704,PFC
3750,1193399,9200004705,9200004705
3751,1193504,9200004707,9200004707
3752,1193798,9200004709,9200004709
3753,1193825,9200004710,9200004710
3754,1193845,9200004711,9200004711
3755,1193848,9200004712,9200004712
3756,1193854,9200004713,9200004713
3757,1193951,9200004714,9200004714
3758,1190952,9200004715,9200004715
3759,1192123,9200004716,9200004716
3760,1192270,9200004717,9200004717
3761,1193291,9200004718,9200004718
3762,1193306,9200004719,9200004719
3763,1193362,9200004720,9200004720
3764,1193598,9200004721,9200004721
3765,1193788,9200004722,9200004722
3766,1193799,9200004723,9200004723
3767,1193814,9200004724,9200004724
3768,1193828,9200004725,9200004725
3769,1193841,9200004726,9200004726
3770,1193940,9200004728,9200004728
3771,1193949,9200004729,9200004729
3772,1192109,9200004736,9200004736
3773,1192110,9200004737,9200004737
3774,1192177,9200004738,9200004738
3775,1192202,9200004739,9200004739
3776,1192225,9200004740,9200004740
3777,1192303,9200004741,9200004741
3778,1192343,9200004742,9200004742
3779,1192362,9200004743,9200004743
3780,1193382,9200004744,9200004744
3781,1193450,9200004746,9200004746
3782,1193498,9200004747,9200004747
3783,1193785,9200004748,9200004748
3784,1193790,9200004749,9200004749
3785,1193821,9200004750,9200004750
3786,1193838,9200004751,9200004751
3787,1193843,9200004753,9200004753
3788,1193846,9200004754,9200004754
3789,1193856,9200004755,9200004755
3790,1193857,9200004756,9200004756
3791,1193939,9200004757,9200004757
3792,1193945,9200004758,9200004758
3793,1193948,9200004759,9200004759
3794,1193990,9200004760,9200004760
3795,1193992,9200004761,9200004761
3796,1194239,9200004763,9200004763
3797,1192294,9200004766,9200004766
3798,1193352,9200004767,9200004767
3799,1193786,9200004768,9200004768
3800,1193822,9200004769,9200004769
3801,1193942,9200004770,9200004770
3802,1194026,9200004771,9200004771
3803,1194245,9200004772,9200004772
3804,1194246,9200004773,9200004773
3805,1194247,9200004774,9200004774
3806,1194339,9200004775,9200004775
3807,1194342,9200004776,9200004776
3808,1194343,9200004777,#REF!
3809,1194349,9200004778,9200004778
3810,1194353,9200004779,9200004779
3811,1194405,9200004780,9200004780
3812,1194408,9200004781,9200004781
3813,1194420,9200004782,9200004782
3814,1194428,9200004783,9200004783
3815,1194436,9200004784,9200004784
3816,1191421,9200004785,9200004785
3817,1191925,9200004786,9200004786
3818,1193284,9200004787,9200004787
3819,1193772,9200004788,9200004788
3820,1194244,9200004789,9200004789
3821,1194260,9200004790,9200004790
3822,1194407,9200004791,9200004791
3823,1194419,9200004792,9200004792
3824,1194429,9200004793,9200004793
3825,1194434,9200004794,9200004794
3826,1182884,9200004796,9200004796
3827,1189612,9200004797,9200004797
3828,1193851,9200004805,9200004805
3829,1194249,9200004806,9200004806
3830,1194344,9200004807,9200004807
3831,1194350,9200004808,9200004808
3832,1194410,9200004809,9200004809
3833,1194425,9200004810,9200004810
3834,1194441,9200004812,9200004812
3835,1194507,9200004813,9200004813
3836,1194543,9200004814,9200004814
3837,1192195,9200004826,9200004826
3838,1192349,9200004827,9200004827
3839,1193270,9200004828,9200004828
3840,1193293,9200004829,9200004829
3841,1193815,9200004833,9200004833
3842,1193819,9200004834,9200004834
3843,1194348,9200004835,9200004835
3844,1194438,9200004836,9200004836
3845,1194443,9200004837,9200004837
3846,1194488,9200004838,9200004838
3847,1194536,9200004839,9200004839
3848,1194545,9200004841,9200004841
3849,1194352,9200004842,9200004842
3850,1194447,9200004843,9200004843
3851,1194585,9200004844,9200004844
3852,1194588,9200004845,9200004845
3853,1194589,9200004846,9200004846
3854,1194590,9200004847,9200004847
3855,1194592,9200004848,9200004848
3856,1200545,9200004849,9200004849
3857,1200553,9200004850,9200004850
3858,1206596,9200004851,9200004851
3859,1206597,9200004852,#REF!
3860,1209747,9200004853,9200004853
3861,1209752,9200004854,9200004854
3862,1194437,9200004855,9200004855
3863,1194537,9200004856,9200004856
3864,1197893,9200004857,9200004857
3865,1200544,9200004858,9200004858
3866,1200546,9200004859,9200004859
3867,1200547,9200004860,9200004860
3868,1200554,9200004861,9200004861
3869,1201565,9200004862,9200004862
3870,1206599,9200004864,9200004864
3871,1206602,9200004865,9200004865
3872,1209746,9200004866,9200004866
3873,1209771,9200004867,9200004867
3874,1180351,9200004868,9200004868
3875,1193497,9200004869,9200004869
3876,1194446,9200004870,9200004870
3877,1194503,9200004871,9200004871
3878,1194574,9200004872,9200004872
3879,1194581,9200004873,9200004873
3880,1194593,9200004875,9200004875
3881,1200551,9200004876,9200004876
3882,1201564,9200004877,9200004877
3883,1206598,9200004878,9200004878
3884,1209742,9200004879,9200004879
3885,1209754,9200004880,9200004880
3886,1209766,9200004881,9200004881
3887,1211735,9200004883,9200004883
3888,1193381,9200004884,9200004884
3889,1193393,9200004885,9200004885
3890,1193827,9200004886,9200004886
3891,1193850,9200004887,9200004887
3892,1193995,9200004888,9200004888
3893,1194351,9200004889,9200004889
3894,1194409,9200004890,9200004890
3895,1194523,9200004892,9200004892
3896,1194579,9200004893,9200004893
3897,1194594,9200004894,9200004894
3898,1209751,9200004895,9200004895
3899,1209763,9200004896,9200004896
3900,1209770,9200004897,9200004897
3901,1211745,9200004898,9200004898
3902,1211833,9200004899,9200004899
3903,1211839,9200004900,9200004900
3904,1191724,9200004901,9200004901
3905,1193356,9200004902,9200004902
3906,1193518,9200004903,9200004903
3907,1193849,9200004904,9200004904
3908,1194345,9200004905,9200004905
3909,1194346,9200004906,9200004906
3910,1194504,9200004907,9200004907
3911,1209744,9200004909,9200004909
3912,1209767,9200004911,9200004911
3913,1209772,9200004912,9200004912
3914,1211640,9200004913,9200004913
3915,1211739,9200004914,9200004914
3916,1211740,9200004915,9200004915
3917,1211832,9200004916,9200004916
3918,1211842,9200004917,9200004917
3919,1211849,9200004918,9200004918
3920,1211874,9200004919,9200004919
3921,1194423,9200004921,9200004921
3922,1211729,9200004922,9200004922
3923,1211734,9200004923,9200004923
3924,1211738,9200004924,9200004924
3925,1211748,9200004925,9200004925
3926,1211848,9200004926,9200004926
3927,1211862,9200004927,9200004927
3928,1211876,9200004928,9200004928
3929,1211921,9200004930,9200004930
3930,1211926,9200004931,9200004931
3931,1211953,9200004932,9200004932
3932,1211996,9200004933,9200004933
3933,1192156,9200004949,9200004949
3934,1192388,9200004950,9200004950
3935,1194252,9200004951,9200004951
3936,1194435,9200004952,9200004952
3937,1194591,9200004953,9200004953
3938,1200549,9200004954,9200004954
3939,1211728,9200004955,9200004955
3940,1211747,9200004956,9200004956
3941,1211847,9200004957,9200004957
3942,1211872,9200004958,9200004958
3943,1211878,9200004959,9200004959
3944,1211879,9200004960,9200004960
3945,1211884,9200004961,9200004961
3946,1211897,9200004962,9200004962
3947,1211916,9200004964,9200004964
3948,1211918,9200004965,9200004965
3949,1211920,9200004966,9200004966
3950,1211954,9200004967,9200004967
3951,1211957,9200004968,9200004968
3952,1211962,9200004969,9200004969
3953,1212002,9200004970,9200004970
3954,1212005,9200004971,9200004971
3955,1212006,9200004972,9200004972
3956,1212007,9200004973,9200004973
3957,1212012,9200004974,9200004974
3958,1212013,9200004975,9200004975
3959,1212017,9200004976,9200004976
3960,1212023,9200004977,9200004977
3961,1212024,9200004978,9200004978
3962,1212030,9200004979,9200004979
3963,1212031,9200004980,9200004980
3964,1212233,9200004981,9200004981
3965,1177802,9200004983,9200004983
3966,1186606,9200004984,9200004984
3967,1206600,9200004985,9200004985
3968,1211958,9200004986,9200004986
3969,1211999,9200004987,9200004987
3970,1212015,9200004988,9200004988
3971,1212019,9200004989,9200004989
3972,1212249,9200004990,9200004990
3973,1212251,9200004991,9200004991
3974,1212266,9200004992,9200004992
3975,1191348,9200004999,9200004999
3976,1192181,9200005000,9200005000
3977,1193823,9200005001,9200005001
3978,1194500,9200005002,9200005002
3979,1211743,9200005003,9200005003
3980,1211868,9200005004,9200005004
3981,1211928,9200005005,9200005005
3982,1211933,9200005007,9200005007
3983,1211997,9200005008,9200005008
3984,1212020,9200005009,9200005009
3985,1212021,9200005010,9200005010
3986,1212229,9200005011,9200005011
3987,1212230,9200005012,9200005012
3988,1212253,9200005013,9200005013
3989,1212689,9200005014,9200005014
3990,1213405,9200005015,9200005015
3991,1213847,9200005016,9200005016
3992,1213917,9200005017,9200005017
3993,1213918,9200005018,9200005018
3994,1192346,9200005019,9200005019
3995,1192383,9200005020,9200005020
3996,1211650,9200005021,9200005021
3997,1211859,9200005022,9200005022
3998,1211925,9200005023,9200005023
3999,1212250,9200005024,9200005024
4000,1212255,9200005025,9200005025
4001,1212259,9200005026,9200005026
4002,1213384,9200005027,9200005027
4003,1213406,9200005028,9200005028
4004,1213407,9200005029,9200005029
4005,1213919,9200005030,9200005030
4006,1213921,9200005031,9200005031
4007,1213924,9200005032,9200005032
4008,1213933,9200005033,9200005033
4009,1213972,9200005034,9200005034
4010,1209757,9200005035,9200005035
4011,1209758,9200005036,9200005036
4012,1211811,9200005037,9200005037
4013,1211877,9200005038,9200005038
4014,1212004,9200005039,9200005039
4015,1212014,9200005040,9200005040
4016,1212032,9200005041,9200005041
4017,1213382,9200005042,9200005042
4018,1213383,9200005043,9200005043
4019,1213846,9200005044,9200005044
4020,1213930,9200005046,9200005046
4021,1213939,9200005047,9200005047
4022,1213944,9200005048,9200005048
4023,1213974,9200005049,9200005049
4024,1213977,9200005050,9200005050
4025,1213979,9200005051,9200005051
4026,1215375,9200005052,9200005052
4027,1215411,9200005053,9200005053
4028,1215413,9200005054,9200005054
4029,1215423,9200005055,9200005055
4030,1215426,9200005056,9200005056
4031,1215438,9200005057,9200005057
4032,1215439,9200005058,9200005058
4033,1175281,9200005059,9200005059
4034,1211869,9200005060,9200005060
4035,1211875,9200005061,9200005061
4036,1212234,9200005062,9200005062
4037,1212691,9200005063,9200005063
4038,1213385,9200005064,9200005064
4039,1213404,9200005065,9200005065
4040,1213923,9200005066,9200005066
4041,1213943,9200005067,9200005067
4042,1213973,9200005068,9200005068
4043,1213981,9200005069,9200005069
4044,1213982,9200005070,9200005070
4045,1213984,9200005071,9200005071
4046,1213985,9200005072,9200005072
4047,1215373,9200005073,9200005073
4048,1215412,9200005074,9200005074
4049,1215421,9200005075,9200005075
4050,1215427,9200005076,9200005076
4051,1215429,9200005077,9200005077
4052,1215431,9200005078,9200005078
4053,1215780,9200005079,9200005079
4054,1201771,9200005080,9200005080
4055,1211870,9200005081,9200005081
4056,1212284,9200005082,9200005082
4057,1212756,9200005083,9200005083
4058,1212757,9200005084,Advance
4059,1213970,9200005085,9200005085
4060,1215363,9200005086,9200005086
4061,1215417,9200005087,9200005087
4062,1215434,9200005089,9200005089
4063,1215440,9200005090,9200005090
4064,1215444,9200005091,9200005091
4065,1215516,9200005092,9200005092
4066,1215755,9200005093,9200005093
4067,1215758,9200005094,9200005094
4068,1215781,9200005095,9200005095
4069,1215823,9200005096,9200005096
4070,1194022,9200005097,9200005097
4071,1194023,9200005098,9200005098
4072,1194528,9200005099,9200005099
4073,1211896,9200005100,9200005100
4074,1211963,9200005101,9200005101
4075,1212018,9200005102,9200005102
4076,1212029,9200005103,9200005103
4077,1212285,9200005104,9200005104
4078,1213381,9200005105,9200005105
4079,1213935,9200005106,9200005106
4080,1213978,9200005107,9200005107
4081,1213987,9200005108,9200005108
4082,1214020,9200005109,9200005109
4083,1215362,9200005110,9200005110
4084,1215365,9200005111,9200005111
4085,1215416,9200005112,9200005112
4086,1215420,9200005113,9200005113
4087,1215428,9200005114,9200005114
4088,1215515,9200005115,9200005115
4089,1215517,9200005116,9200005116
4090,1215747,9200005117,9200005117
4091,1215748,9200005118,9200005118
4092,1215750,9200005119,9200005119
4093,1215753,9200005120,9200005120
4094,1215762,9200005121,9200005121
4095,1215765,9200005122,9200005122
4096,1215778,9200005123,9200005123
4097,1215826,9200005124,9200005124
4098,1215957,9200005125,9200005125
4099,1215998,9200005126,9200005126
4100,1216074,9200005127,9200005127
4101,1216002,9200005129,9200005129
4102,1216004,9200005130,9200005130
4103,1216035,9200005131,9200005131
4104,1216036,9200005132,9200005132
4105,1216046,9200005133,9200005133
4106,1216079,9200005134,9200005134
4107,1216082,9200005135,9200005135
4108,1216093,9200005136,9200005136
4109,1216099,9200005137,9200005137
4110,1216106,9200005138,#REF!
4111,1216117,9200005139,9200005139
4112,1216123,9200005140,9200005140
4113,1216138,9200005141,9200005141
4114,1176010,9200005142,9200005142
4115,1176075,9200005143,9200005143
4116,1211726,9200005144,9200005144
4117,1212762,9200005145,9200005145
4118,1212764,9200005146,9200005146
4119,1213934,9200005147,9200005147
4120,1213971,9200005148,9200005148
4121,1213983,9200005149,9200005149
4122,1214019,9200005150,9200005150
4123,1215359,9200005151,9200005151
4124,1215430,9200005152,9200005152
4125,1215437,9200005153,9200005153
4126,1215442,9200005154,9200005154
4127,1215944,9200005155,9200005155
4128,1216033,9200005156,9200005156
4129,1216094,9200005157,9200005157
4130,1216102,9200005158,9200005158
4131,1216108,9200005159,9200005159
4132,1216135,9200005160,9200005160
4133,1216142,9200005161,9200005161
4134,1201770,9200005174,9200005174
4135,1211927,9200005177,9200005177
4136,1211998,9200005182,9200005182
4137,1212286,9200005183,9200005183
4138,1216104,9200005184,9200005184
4139,1216112,9200005185,9200005185
4140,1216121,9200005186,9200005186
4141,1216136,9200005187,9200005187
4142,1216146,9200005188,9200005188
4143,1216263,9200005191,9200005191
4144,1216270,9200005192,9200005192
4145,1192140,9200005193,9200005193
4146,1193355,9200005194,9200005194
4147,1209743,9200005195,9200005195
4148,1215761,9200005196,9200005196
4149,1215956,9200005197,9200005197
4150,1216148,9200005198,9200005198
4151,1192355,9200005200,9200005200
4152,1214023,9200005201,9200005201
4153,1215414,9200005202,9200005202
4154,1215827,9200005203,9200005203
4155,1216007,9200005204,9200005204
4156,1216042,9200005205,9200005205
4157,1216095,9200005206,9200005206
4158,1216096,9200005207,9200005207
4159,1216115,9200005208,9200005208
4160,1216129,9200005209,9200005209
4161,1216131,9200005210,9200005210
4162,1216137,9200005211,9200005211
4163,1216144,9200005212,9200005212
4164,1216262,9200005213,9200005213
4165,1178834,9200005214,9200005214
4166,1189356,9200005231,9200005231
4167,1211840,9200005232,9200005232
4168,1216041,9200005234,9200005234
4169,1216140,9200005235,9200005235
4170,1216369,9200005237,9200005237
4171,1211841,9200005238,9200005238
4172,1212231,9200005239,9200005239
4173,1212696,9200005240,9200005240
4174,1216299,9200005241,9200005241
4175,1216325,9200005242,9200005242
4176,1216328,9200005243,9200005243
4177,1216511,9200005246,9200005246
4178,1216522,9200005247,9200005247
4179,1216523,9200005248,9200005248
4180,1216541,9200005249,9200005249
4181,1216555,9200005250,9200005250
4182,1216558,9200005251,9200005251
4183,1212016,9200005252,9200005252
4184,1215746,9200005253,9200005253
4185,1215751,9200005254,9200005254
4186,1216133,9200005255,9200005255
4187,1216145,9200005256,9200005256
4188,1216318,9200005257,9200005257
4189,1216550,9200005258,9200005258
4190,1216554,9200005259,9200005259
4191,1216566,9200005260,9200005260
4192,1216589,9200005261,9200005261
4193,1216647,9200005262,9200005262
4194,1194421,9200005263,9200005263
4195,1194575,9200005264,9200005264
4196,1212697,9200005265,9200005265
4197,1213975,9200005266,9200005266
4198,1216078,9200005267,9200005267
4199,1216109,9200005268,9200005268
4200,1216113,9200005269,9200005269
4201,1216116,9200005270,9200005270
4202,1216122,9200005271,9200005271
4203,1216265,9200005272,9200005272
4204,1216324,9200005273,9200005273
4205,1216364,9200005274,9200005274
4206,1216366,9200005275,9200005275
4207,1216367,9200005276,9200005276
4208,1216368,9200005277,9200005277
4209,1216380,9200005278,9200005278
4210,1216499,9200005279,9200005279
4211,1216505,9200005280,9200005280
4212,1216528,9200005281,9200005281
4213,1216533,9200005282,9200005282
4214,1216538,9200005283,9200005283
4215,1216540,9200005284,9200005284
4216,1216542,9200005285,9200005285
4217,1216545,9200005286,9200005286
4218,1216547,9200005287,9200005287
4219,1216561,9200005288,9200005288
4220,1216567,9200005289,9200005289
4221,1216570,9200005290,9200005290
4222,1216574,9200005291,9200005291
4223,1216586,9200005292,9200005292
4224,1216588,9200005293,9200005293
4225,1216591,9200005294,9200005294
4226,1216597,9200005295,9200005295
4227,1216600,9200005296,9200005296
4228,1216640,9200005297,9200005297
4229,1216642,9200005298,9200005298
4230,1216645,9200005299,9200005299
4231,1216646,9200005300,9200005300
4232,1216648,9200005301,9200005301
4233,1216652,9200005302,9200005302
4234,1216656,9200005303,9200005303
4235,1216657,9200005304,9200005304
4236,1216659,9200005305,9200005305
4237,1216707,9200005306,9200005306
4238,1194519,9200005307,9200005307
4239,1212758,9200005308,9200005308
4240,1213976,9200005309,9200005309
4241,1215754,9200005310,9200005310
4242,1215759,9200005311,9200005311
4243,1216001,9200005312,9200005312
4244,1216098,9200005313,9200005313
4245,1216371,9200005314,9200005314
4246,1216372,9200005315,9200005315
4247,1216386,9200005316,9200005316
4248,1216492,9200005317,9200005317
4249,1216509,9200005318,9200005318
4250,1216530,9200005319,9200005319
4251,1216564,9200005320,9200005320
4252,1216568,9200005321,9200005321
4253,1216594,9200005322,9200005322
4254,1216616,9200005323,9200005323
4255,1216644,9200005324,9200005324
4256,1216692,9200005325,9200005325
4257,1216693,9200005326,9200005326
4258,1216694,9200005327,9200005327
4259,1216698,9200005328,9200005328
4260,1216782,9200005329,9200005329
4261,1216788,9200005330,9200005330
4262,1193292,9200005331,9200005331
4263,1209760,9200005332,9200005332
4264,1213925,9200005333,9200005333
4265,1216320,9200005336,9200005336
4266,1216535,9200005337,9200005337
4267,1216571,9200005338,9200005338
4268,1216573,9200005339,9200005339
4269,1216587,9200005340,9200005340
4270,1216601,9200005341,9200005341
4271,1216613,9200005342,9200005342
4272,1216620,9200005343,9200005343
4273,1216649,9200005344,9200005344
4274,1216651,9200005345,9200005345
4275,1216662,9200005346,9200005346
4276,1216666,9200005347,9200005347
4277,1216669,9200005348,9200005348
4278,1216697,9200005349,9200005349
4279,1216699,9200005350,9200005350
4280,1216783,9200005351,9200005351
4281,1216786,9200005352,9200005352
4282,1216801,9200005353,9200005353
4283,1216831,9200005354,9200005354
4284,1216842,9200005355,9200005355
4285,1216848,9200005356,9200005356
4286,1192266,9200005362,9200005362
4287,1192404,9200005363,9200005363
4288,1211871,9200005364,9200005364
4289,1213387,9200005365,9200005365
4290,1215760,9200005366,9200005366
4291,1216087,9200005367,9200005367
4292,1216141,9200005368,9200005368
4293,1216521,9200005370,9200005370
4294,1216539,9200005371,9200005371
4295,1216548,9200005372,9200005372
4296,1216559,9200005373,9200005373
4297,1216565,9200005374,9200005374
4298,1216569,9200005375,9200005375
4299,1216572,9200005376,9200005376
4300,1216598,9200005377,9200005377
4301,1216663,9200005378,9200005378
4302,1216695,9200005379,9200005379
4303,1216702,9200005380,9200005380
4304,1216704,9200005381,9200005381
4305,1216724,9200005382,9200005382
4306,1216727,9200005383,9200005383
4307,1216775,9200005384,9200005384
4308,1216779,9200005385,9200005385
4309,1216785,9200005386,9200005386
4310,1216799,9200005387,9200005387
4311,1216800,9200005388,9200005388
4312,1216806,9200005389,9200005389
4313,1216821,9200005390,9200005390
4314,1216826,9200005391,9200005391
4315,1216830,9200005392,9200005392
4316,1216833,9200005393,9200005393
4317,1216846,9200005394,9200005394
4318,1216958,9200005395,9200005395
4319,1178534,9200005396,9200005396
4320,1194551,9200005397,9200005397
4321,1215757,9200005398,9200005398
4322,1216132,9200005399,9200005399
4323,1216139,9200005400,9200005400
4324,1216326,9200005401,9200005401
4325,1216362,9200005402,9200005402
4326,1216370,9200005403,9200005403
4327,1216373,9200005404,9200005404
4328,1216379,9200005405,9200005405
4329,1216497,9200005406,9200005406
4330,1216524,9200005407,9200005407
4331,1216526,9200005408,9200005408
4332,1216553,9200005409,9200005409
4333,1216563,9200005410,9200005410
4334,1216577,9200005411,9200005411
4335,1216595,9200005412,9200005412
4336,1216599,9200005413,9200005413
4337,1216605,9200005414,9200005414
4338,1216618,9200005415,9200005415
4339,1216658,9200005416,9200005416
4340,1216688,9200005417,9200005417
4341,1216690,9200005418,9200005418
4342,1216700,9200005419,9200005419
4343,1216708,9200005420,9200005420
4344,1216711,9200005421,9200005421
4345,1216773,9200005422,9200005422
4346,1216774,9200005423,9200005423
4347,1216781,9200005424,9200005424
4348,1216802,9200005426,9200005426
4349,1216805,9200005427,9200005427
4350,1216807,9200005428,9200005428
4351,1216812,9200005429,9200005429
4352,1216822,9200005430,9200005430
4353,1216824,9200005431,9200005431
4354,1216825,9200005432,9200005432
4355,1216827,9200005433,9200005433
4356,1216828,9200005434,9200005434
4357,1216829,9200005435,9200005435
4358,1216844,9200005436,9200005436
4359,1216845,9200005437,9200005437
4360,1216847,9200005438,9200005438
4361,1216876,9200005439,9200005439
4362,1216879,9200005440,9200005440
4363,1216880,9200005441,9200005441
4364,1216920,9200005443,9200005443
4365,1216952,9200005444,9200005444
4366,1216955,9200005445,9200005445
4367,1216960,9200005446,9200005446
4368,1216970,9200005447,9200005447
4369,1216974,9200005448,9200005448
4370,1216979,9200005449,9200005449
4371,1217008,9200005450,9200005450
4372,1217016,9200005451,9200005451
4373,1217042,9200005452,9200005452
4374,1217164,9200005453,#REF!
4375,1212695,9200005455,9200005455
4376,1215415,9200005456,9200005456
4377,1216097,9200005457,9200005457
4378,1216297,9200005458,9200005458
4379,1216562,9200005459,9200005459
4380,1216614,9200005460,9200005460
4381,1216619,9200005461,9200005461
4382,1216643,9200005462,9200005462
4383,1216687,9200005463,9200005463
4384,1216733,9200005464,9200005464
4385,1216734,9200005465,9200005465
4386,1216744,9200005466,9200005466
4387,1216776,9200005467,9200005467
4388,1216777,9200005468,9200005468
4389,1216784,9200005469,9200005469
4390,1216809,9200005470,9200005470
4391,1216823,9200005471,#REF!
4392,1216906,9200005472,9200005472
4393,1216953,9200005473,9200005473
4394,1216957,9200005474,9200005474
4395,1216971,9200005475,9200005475
4396,1217000,9200005476,9200005476
4397,1217025,9200005477,9200005477
4398,1217035,9200005478,9200005478
4399,1217040,9200005479,9200005479
4400,1217044,9200005480,9200005480
4401,1217045,9200005481,9200005481
4402,1217052,9200005482,9200005482
4403,1217075,9200005483,9200005483
4404,1217084,9200005484,9200005484
4405,1217137,9200005485,9200005485
4406,1217141,9200005486,9200005486
4407,1217149,9200005487,9200005487
4408,1219709,9200005488,9200005488
4409,1158442,9200005489,9200005489
4410,1194534,9200005490,9200005490
4411,1216274,9200005491,9200005491
4412,1216739,9200005492,9200005492
4413,1216743,9200005493,9200005493
4414,1216746,9200005494,9200005494
4415,1216770,9200005495,9200005495
4416,1216818,9200005496,9200005496
4417,1216851,9200005497,9200005497
4418,1216852,9200005498,9200005498
4419,1216907,9200005499,9200005499
4420,1216973,9200005500,9200005500
4421,1216984,9200005501,9200005501
4422,1216991,9200005502,9200005502
4423,1216992,9200005503,9200005503
4424,1216993,9200005504,9200005504
4425,1216997,9200005505,9200005505
4426,1217001,9200005506,9200005506
4427,1217010,9200005507,9200005507
4428,1217011,9200005508,9200005508
4429,1217024,9200005509,9200005509
4430,1217027,9200005510,9200005510
4431,1217029,9200005511,9200005511
4432,1217031,9200005512,9200005512
4433,1217041,9200005513,9200005513
4434,1217046,9200005514,9200005514
4435,1217051,9200005515,9200005515
4436,1217070,9200005516,9200005516
4437,1217120,9200005517,9200005517
4438,1217121,9200005518,9200005518
4439,1217122,9200005519,9200005519
4440,1217125,9200005520,9200005520
4441,1217126,9200005521,9200005521
4442,1217127,9200005522,9200005522
4443,1217130,9200005523,9200005523
4444,1217131,9200005524,9200005524
4445,1217133,9200005525,9200005525
4446,1217135,9200005526,9200005526
4447,1217138,9200005527,9200005527
4448,1217139,9200005528,9200005528
4449,1217148,9200005529,9200005529
4450,1217156,9200005530,9200005530
4451,1217167,9200005531,9200005531
4452,1217168,9200005532,9200005532
4453,1217170,9200005534,9200005534
4454,1217179,9200005535,9200005535
4455,1217212,9200005536,9200005536
4456,1217228,9200005537,9200005537
4457,1217229,9200005538,9200005538
4458,1217231,9200005539,9200005539
4459,1219590,9200005540,9200005540
4460,1219595,9200005541,9200005541
4461,1219596,9200005542,9200005542
4462,1219611,9200005543,9200005543
4463,1219618,9200005544,9200005544
4464,1219619,9200005545,9200005545
4465,1219625,9200005546,9200005546
4466,1219628,9200005547,9200005547
4467,1219637,9200005548,9200005548
4468,1219639,9200005549,9200005549
4469,1219657,9200005550,9200005550
4470,1219658,9200005551,9200005551
4471,1219762,9200005552,9200005552
4472,1219825,9200005553,9200005553
4473,1216660,9200005554,9200005554
4474,1216661,9200005555,9200005555
4475,1216778,9200005556,9200005556
4476,1216804,9200005557,9200005557
4477,1216817,9200005558,9200005558
4478,1216853,9200005559,Advance
4479,1216891,9200005560,9200005560
4480,1216962,9200005561,9200005561
4481,1216969,9200005562,9200005562
4482,1216986,9200005563,9200005563
4483,1217014,9200005564,9200005564
4484,1217030,9200005565,9200005565
4485,1217032,9200005566,9200005566
4486,1217038,9200005567,9200005567
4487,1217085,9200005568,9200005568
4488,1217119,9200005569,9200005569
4489,1217132,9200005571,9200005571
4490,1217136,9200005572,9200005572
4491,1217140,9200005573,9200005573
4492,1217175,9200005574,9200005574
4493,1217185,9200005575,9200005575
4494,1217192,9200005576,9200005576
4495,1217193,9200005577,9200005577
4496,1217203,9200005578,9200005578
4497,1217213,9200005579,9200005579
4498,1217220,9200005580,9200005580
4499,1217221,9200005581,9200005581
4500,1217225,9200005582,9200005582
4501,1219610,9200005583,9200005583
4502,1219612,9200005584,9200005584
4503,1219635,9200005585,9200005585
4504,1219651,9200005586,9200005586
4505,1219655,9200005587,9200005587
4506,1219663,9200005588,9200005588
4507,1219670,9200005589,9200005589
4508,1219673,9200005590,9200005590
4509,1219674,9200005591,9200005591
4510,1219760,9200005592,9200005592
4511,1219761,9200005593,9200005593
4512,1219763,9200005594,9200005594
4513,1220088,9200005595,9200005595
4514,1220092,9200005596,9200005596
4515,1182452,9200005597,9200005597
4516,1193302,9200005598,9200005598
4517,1216850,9200005599,9200005599
4518,1217039,9200005600,9200005600
4519,1217183,9200005601,9200005601
4520,1217206,9200005602,9200005602
4521,1219602,9200005603,9200005603
4522,1219640,9200005604,9200005604
4523,1219650,9200005605,9200005605
4524,1219672,9200005606,9200005606
4525,1219706,9200005607,9200005607
4526,1220075,9200005608,9200005608
4527,1220077,9200005609,9200005609
4528,1220099,9200005610,9200005610
4529,1216691,9200005611,PFC
4530,1216703,9200005612,PFC
4531,1216998,9200005613,PFC
4532,1217165,9200005614,PFC
4533,1217202,9200005615,PFC
4534,1219601,9200005616,9200005616
4535,1219656,9200005617,9200005617
4536,1219757,9200005618,PFC
4537,1219832,9200005619,PFC
4538,1220169,9200005620,PFC
4539,1220195,9200005621,PFC
4540,1220202,9200005622,9200005622
4541,1220214,9200005623,PFC
4542,1188342,9200005651,9200005651
4543,1211995,9200005652,9200005652
4544,1215519,9200005654,9200005654
4545,1216375,9200005656,9200005656
4546,1216377,9200005657,9200005657
4547,1216378,9200005658,9200005658
4548,1216815,9200005659,9200005659
4549,1216820,9200005660,9200005660
4550,1216849,9200005661,9200005661
4551,1216956,9200005662,9200005662
4552,1216959,9200005663,9200005663
4553,1216966,9200005664,9200005664
4554,1216968,9200005665,9200005665
4555,1216975,9200005666,9200005666
4556,1216996,9200005667,9200005667
4557,1216999,9200005668,9200005668
