Merchant_ID,TOTAL,PERIOD,Date
20746,-88.69,180326MARRE,19-Mar-26
33359,-87.47,180326MARRE,19-Mar-26
75321,-85.55,180326MARRE,19-Mar-26
1181484,-85.4,180326MARRE,19-Mar-26
1184369,-84.69,180326MARRE,19-Mar-26
1166859,-82.6,180326MARRE,19-Mar-26
56918,-82.6,180326MARRE,19-Mar-26
326621,-80.24,180326MARRE,19-Mar-26
31834,-79.236272,180326MARRE,19-Mar-26
26359,-77.1445,180326MARRE,19-Mar-26
158481,-76.7,180326MARRE,19-Mar-26
1183547,-75.78,180326MARRE,19-Mar-26
1191167,-70.56,180326MARRE,19-Mar-26
1216035,-70.56,180326MARRE,19-Mar-26
1183347,-69.53,180326MARRE,19-Mar-26
30388,-68.96,180326MARRE,19-Mar-26
1257364,-68.93,180326MARRE,19-Mar-26
672059,-68.3,180326MARRE,19-Mar-26
1190589,-67.74,180326MARRE,19-Mar-26
1187963,-66.55,180326MARRE,19-Mar-26
287612,-64.78,180326MARRE,19-Mar-26
1257153,-63.04,180326MARRE,19-Mar-26
1178336,-59.5,180326MARRE,19-Mar-26
1181484,-59.19,180326MARRE,19-Mar-26
24598,-59,180326MARRE,19-Mar-26
33356,-56.9484,180326MARRE,19-Mar-26
25987,-56.64,180326MARRE,19-Mar-26
1185959,-56.46,180326MARRE,19-Mar-26
1181340,-54.58,180326MARRE,19-Mar-26
82607,-49.43,180326MARRE,19-Mar-26
717564,-48.38,180326MARRE,19-Mar-26
31626,-47.7225,180326MARRE,19-Mar-26
115547,-45.88,180326MARRE,19-Mar-26
20988,-41.3,180326MARRE,19-Mar-26
21404,-41.3,180326MARRE,19-Mar-26
24373,-41.3,180326MARRE,19-Mar-26
317874,-41.06,180326MARRE,19-Mar-26
26142,-38.662308,180326MARRE,19-Mar-26
974614,-33.04,180326MARRE,19-Mar-26
1192230,-33.02,180326MARRE,19-Mar-26
1130661,-32.81,180326MARRE,19-Mar-26
20422,-32.730468,180326MARRE,19-Mar-26
22584,-31.12,180326MARRE,19-Mar-26
1216499,-30.11,180326MARRE,19-Mar-26
1187577,-28.93,180326MARRE,19-Mar-26
1189622,-28.23,180326MARRE,19-Mar-26
1290391,-27.14,180326MARRE,19-Mar-26
69800,-26.47,180326MARRE,19-Mar-26
34654,-26.15,180326MARRE,19-Mar-26
287030,-23.76,180326MARRE,19-Mar-26
21078,-23.097744,180326MARRE,19-Mar-26
1181484,-22.33,180326MARRE,19-Mar-26
1224237,-21.84,180326MARRE,19-Mar-26
1279714,-20.28,180326MARRE,19-Mar-26
927996,-20,180326MARRE,19-Mar-26
748109,-19.4,180326MARRE,19-Mar-26
65714,-18.15,180326MARRE,19-Mar-26
30173,-17.573104,180326MARRE,19-Mar-26
24494,-15.75,180326MARRE,19-Mar-26
23257,-14.539384,180326MARRE,19-Mar-26
57206,-14.1,180326MARRE,19-Mar-26
62660,-13,180326MARRE,19-Mar-26
349899,-11.5,180326MARRE,19-Mar-26
1181537,-10.92,180326MARRE,19-Mar-26
1000175,-10.52,180326MARRE,19-Mar-26
1008515,-10.08,180326MARRE,19-Mar-26
95241,-10.07,180326MARRE,19-Mar-26
323746,-10,180326MARRE,19-Mar-26
691122,-10,180326MARRE,19-Mar-26
684889,-10,180326MARRE,19-Mar-26
883295,-10,180326MARRE,19-Mar-26
551228,-10,180326MARRE,19-Mar-26
970755,-10,180326MARRE,19-Mar-26
1000824,-10,180326MARRE,19-Mar-26
1002097,-10,180326MARRE,19-Mar-26
1003006,-10,180326MARRE,19-Mar-26
1004350,-10,180326MARRE,19-Mar-26
1004863,-10,180326MARRE,19-Mar-26
1008579,-10,180326MARRE,19-Mar-26
1011068,-10,180326MARRE,19-Mar-26
1011503,-10,180326MARRE,19-Mar-26
1012607,-10,180326MARRE,19-Mar-26
1013264,-10,180326MARRE,19-Mar-26
1015469,-10,180326MARRE,19-Mar-26
1015523,-10,180326MARRE,19-Mar-26
1015565,-10,180326MARRE,19-Mar-26
1015592,-10,180326MARRE,19-Mar-26
1015796,-10,180326MARRE,19-Mar-26
1015832,-10,180326MARRE,19-Mar-26
1016102,-10,180326MARRE,19-Mar-26
1016172,-10,180326MARRE,19-Mar-26
1016218,-10,180326MARRE,19-Mar-26
1016486,-10,180326MARRE,19-Mar-26
1016560,-10,180326MARRE,19-Mar-26
1017118,-10,180326MARRE,19-Mar-26
1018790,-10,180326MARRE,19-Mar-26
1020231,-10,180326MARRE,19-Mar-26
1024982,-10,180326MARRE,19-Mar-26
1025125,-10,180326MARRE,19-Mar-26
1025266,-10,180326MARRE,19-Mar-26
1025347,-10,180326MARRE,19-Mar-26
1025851,-10,180326MARRE,19-Mar-26
1027403,-10,180326MARRE,19-Mar-26
1028188,-10,180326MARRE,19-Mar-26
1028911,-10,180326MARRE,19-Mar-26
1029090,-10,180326MARRE,19-Mar-26
1029265,-10,180326MARRE,19-Mar-26
1029275,-10,180326MARRE,19-Mar-26
1030272,-10,180326MARRE,19-Mar-26
1030423,-10,180326MARRE,19-Mar-26
1031937,-10,180326MARRE,19-Mar-26
1041200,-10,180326MARRE,19-Mar-26
1041503,-10,180326MARRE,19-Mar-26
1041529,-10,180326MARRE,19-Mar-26
1041565,-10,180326MARRE,19-Mar-26
1042083,-10,180326MARRE,19-Mar-26
1042176,-10,180326MARRE,19-Mar-26
1042568,-10,180326MARRE,19-Mar-26
1042698,-10,180326MARRE,19-Mar-26
1042972,-10,180326MARRE,19-Mar-26
1043943,-10,180326MARRE,19-Mar-26
1044167,-10,180326MARRE,19-Mar-26
1044643,-10,180326MARRE,19-Mar-26
1045403,-10,180326MARRE,19-Mar-26
1045473,-10,180326MARRE,19-Mar-26
1046350,-10,180326MARRE,19-Mar-26
1048074,-10,180326MARRE,19-Mar-26
1048865,-10,180326MARRE,19-Mar-26
1049431,-10,180326MARRE,19-Mar-26
1049942,-10,180326MARRE,19-Mar-26
1051085,-10,180326MARRE,19-Mar-26
1051115,-10,180326MARRE,19-Mar-26
1051854,-10,180326MARRE,19-Mar-26
1052339,-10,180326MARRE,19-Mar-26
1052554,-10,180326MARRE,19-Mar-26
1052741,-10,180326MARRE,19-Mar-26
1052749,-10,180326MARRE,19-Mar-26
1053096,-10,180326MARRE,19-Mar-26
1053228,-10,180326MARRE,19-Mar-26
1053248,-10,180326MARRE,19-Mar-26
1053363,-10,180326MARRE,19-Mar-26
1053609,-10,180326MARRE,19-Mar-26
1053799,-10,180326MARRE,19-Mar-26
1053879,-10,180326MARRE,19-Mar-26
1054216,-10,180326MARRE,19-Mar-26
1054287,-10,180326MARRE,19-Mar-26
1054313,-10,180326MARRE,19-Mar-26
1054391,-10,180326MARRE,19-Mar-26
1054827,-10,180326MARRE,19-Mar-26
1055674,-10,180326MARRE,19-Mar-26
1055678,-10,180326MARRE,19-Mar-26
1056739,-10,180326MARRE,19-Mar-26
1056775,-10,180326MARRE,19-Mar-26
1057464,-10,180326MARRE,19-Mar-26
1057838,-10,180326MARRE,19-Mar-26
1057992,-10,180326MARRE,19-Mar-26
1058045,-10,180326MARRE,19-Mar-26
1058050,-10,180326MARRE,19-Mar-26
1058079,-10,180326MARRE,19-Mar-26
1058144,-10,180326MARRE,19-Mar-26
1058206,-10,180326MARRE,19-Mar-26
1058905,-10,180326MARRE,19-Mar-26
1059273,-10,180326MARRE,19-Mar-26
1059814,-10,180326MARRE,19-Mar-26
1059865,-10,180326MARRE,19-Mar-26
1060277,-10,180326MARRE,19-Mar-26
1060699,-10,180326MARRE,19-Mar-26
1061150,-10,180326MARRE,19-Mar-26
1061171,-10,180326MARRE,19-Mar-26
1061744,-10,180326MARRE,19-Mar-26
1062315,-10,180326MARRE,19-Mar-26
1062442,-10,180326MARRE,19-Mar-26
1062856,-10,180326MARRE,19-Mar-26
1062881,-10,180326MARRE,19-Mar-26
1063236,-10,180326MARRE,19-Mar-26
1063359,-10,180326MARRE,19-Mar-26
1064046,-10,180326MARRE,19-Mar-26
1064652,-10,180326MARRE,19-Mar-26
1064951,-10,180326MARRE,19-Mar-26
1065019,-10,180326MARRE,19-Mar-26
1065465,-10,180326MARRE,19-Mar-26
1065546,-10,180326MARRE,19-Mar-26
1066283,-10,180326MARRE,19-Mar-26
1066693,-10,180326MARRE,19-Mar-26
1067047,-10,180326MARRE,19-Mar-26
1067186,-10,180326MARRE,19-Mar-26
1067636,-10,180326MARRE,19-Mar-26
1068355,-10,180326MARRE,19-Mar-26
1070035,-10,180326MARRE,19-Mar-26
1071252,-10,180326MARRE,19-Mar-26
1071322,-10,180326MARRE,19-Mar-26
1072283,-10,180326MARRE,19-Mar-26
1072531,-10,180326MARRE,19-Mar-26
1077201,-10,180326MARRE,19-Mar-26
1083995,-10,180326MARRE,19-Mar-26
113760,-10,180326MARRE,19-Mar-26
128283,-10,180326MARRE,19-Mar-26
186674,-10,180326MARRE,19-Mar-26
194278,-10,180326MARRE,19-Mar-26
220178,-10,180326MARRE,19-Mar-26
22661,-10,180326MARRE,19-Mar-26
230841,-10,180326MARRE,19-Mar-26
239076,-10,180326MARRE,19-Mar-26
258498,-10,180326MARRE,19-Mar-26
290302,-10,180326MARRE,19-Mar-26
31857,-10,180326MARRE,19-Mar-26
33615,-10,180326MARRE,19-Mar-26
337411,-10,180326MARRE,19-Mar-26
401450,-10,180326MARRE,19-Mar-26
405401,-10,180326MARRE,19-Mar-26
49928,-10,180326MARRE,19-Mar-26
529026,-10,180326MARRE,19-Mar-26
53362,-10,180326MARRE,19-Mar-26
57772,-10,180326MARRE,19-Mar-26
58183,-10,180326MARRE,19-Mar-26
642371,-10,180326MARRE,19-Mar-26
658231,-10,180326MARRE,19-Mar-26
673485,-10,180326MARRE,19-Mar-26
675706,-10,180326MARRE,19-Mar-26
676991,-10,180326MARRE,19-Mar-26
677491,-10,180326MARRE,19-Mar-26
679250,-10,180326MARRE,19-Mar-26
680351,-10,180326MARRE,19-Mar-26
682450,-10,180326MARRE,19-Mar-26
683112,-10,180326MARRE,19-Mar-26
683116,-10,180326MARRE,19-Mar-26
683790,-10,180326MARRE,19-Mar-26
684623,-10,180326MARRE,19-Mar-26
684637,-10,180326MARRE,19-Mar-26
685541,-10,180326MARRE,19-Mar-26
685799,-10,180326MARRE,19-Mar-26
686578,-10,180326MARRE,19-Mar-26
686595,-10,180326MARRE,19-Mar-26
686883,-10,180326MARRE,19-Mar-26
687663,-10,180326MARRE,19-Mar-26
688216,-10,180326MARRE,19-Mar-26
688227,-10,180326MARRE,19-Mar-26
688719,-10,180326MARRE,19-Mar-26
688838,-10,180326MARRE,19-Mar-26
688958,-10,180326MARRE,19-Mar-26
689039,-10,180326MARRE,19-Mar-26
690103,-10,180326MARRE,19-Mar-26
690401,-10,180326MARRE,19-Mar-26
690727,-10,180326MARRE,19-Mar-26
690952,-10,180326MARRE,19-Mar-26
690968,-10,180326MARRE,19-Mar-26
691690,-10,180326MARRE,19-Mar-26
692100,-10,180326MARRE,19-Mar-26
692190,-10,180326MARRE,19-Mar-26
692220,-10,180326MARRE,19-Mar-26
692292,-10,180326MARRE,19-Mar-26
692799,-10,180326MARRE,19-Mar-26
692826,-10,180326MARRE,19-Mar-26
693295,-10,180326MARRE,19-Mar-26
694361,-10,180326MARRE,19-Mar-26
69545,-10,180326MARRE,19-Mar-26
695546,-10,180326MARRE,19-Mar-26
695668,-10,180326MARRE,19-Mar-26
696731,-10,180326MARRE,19-Mar-26
697617,-10,180326MARRE,19-Mar-26
698246,-10,180326MARRE,19-Mar-26
698524,-10,180326MARRE,19-Mar-26
699476,-10,180326MARRE,19-Mar-26
699548,-10,180326MARRE,19-Mar-26
703951,-10,180326MARRE,19-Mar-26
705773,-10,180326MARRE,19-Mar-26
707729,-10,180326MARRE,19-Mar-26
707822,-10,180326MARRE,19-Mar-26
713697,-10,180326MARRE,19-Mar-26
713703,-10,180326MARRE,19-Mar-26
715141,-10,180326MARRE,19-Mar-26
716716,-10,180326MARRE,19-Mar-26
71969,-10,180326MARRE,19-Mar-26
726613,-10,180326MARRE,19-Mar-26
728908,-10,180326MARRE,19-Mar-26
733077,-10,180326MARRE,19-Mar-26
733568,-10,180326MARRE,19-Mar-26
734407,-10,180326MARRE,19-Mar-26
735130,-10,180326MARRE,19-Mar-26
735183,-10,180326MARRE,19-Mar-26
735502,-10,180326MARRE,19-Mar-26
736395,-10,180326MARRE,19-Mar-26
736421,-10,180326MARRE,19-Mar-26
737022,-10,180326MARRE,19-Mar-26
738591,-10,180326MARRE,19-Mar-26
739372,-10,180326MARRE,19-Mar-26
739391,-10,180326MARRE,19-Mar-26
740371,-10,180326MARRE,19-Mar-26
740466,-10,180326MARRE,19-Mar-26
740484,-10,180326MARRE,19-Mar-26
740694,-10,180326MARRE,19-Mar-26
740695,-10,180326MARRE,19-Mar-26
742059,-10,180326MARRE,19-Mar-26
742077,-10,180326MARRE,19-Mar-26
742186,-10,180326MARRE,19-Mar-26
742303,-10,180326MARRE,19-Mar-26
742630,-10,180326MARRE,19-Mar-26
742962,-10,180326MARRE,19-Mar-26
745048,-10,180326MARRE,19-Mar-26
746295,-10,180326MARRE,19-Mar-26
746600,-10,180326MARRE,19-Mar-26
747827,-10,180326MARRE,19-Mar-26
748050,-10,180326MARRE,19-Mar-26
748513,-10,180326MARRE,19-Mar-26
748775,-10,180326MARRE,19-Mar-26
749333,-10,180326MARRE,19-Mar-26
749472,-10,180326MARRE,19-Mar-26
749694,-10,180326MARRE,19-Mar-26
749985,-10,180326MARRE,19-Mar-26
750025,-10,180326MARRE,19-Mar-26
750175,-10,180326MARRE,19-Mar-26
750420,-10,180326MARRE,19-Mar-26
750822,-10,180326MARRE,19-Mar-26
750914,-10,180326MARRE,19-Mar-26
751813,-10,180326MARRE,19-Mar-26
751867,-10,180326MARRE,19-Mar-26
752708,-10,180326MARRE,19-Mar-26
752882,-10,180326MARRE,19-Mar-26
752909,-10,180326MARRE,19-Mar-26
753149,-10,180326MARRE,19-Mar-26
753340,-10,180326MARRE,19-Mar-26
753717,-10,180326MARRE,19-Mar-26
753736,-10,180326MARRE,19-Mar-26
753982,-10,180326MARRE,19-Mar-26
754457,-10,180326MARRE,19-Mar-26
755704,-10,180326MARRE,19-Mar-26
756305,-10,180326MARRE,19-Mar-26
757465,-10,180326MARRE,19-Mar-26
758300,-10,180326MARRE,19-Mar-26
759265,-10,180326MARRE,19-Mar-26
759288,-10,180326MARRE,19-Mar-26
760197,-10,180326MARRE,19-Mar-26
760374,-10,180326MARRE,19-Mar-26
760439,-10,180326MARRE,19-Mar-26
762940,-10,180326MARRE,19-Mar-26
763554,-10,180326MARRE,19-Mar-26
763769,-10,180326MARRE,19-Mar-26
763961,-10,180326MARRE,19-Mar-26
764327,-10,180326MARRE,19-Mar-26
764487,-10,180326MARRE,19-Mar-26
764714,-10,180326MARRE,19-Mar-26
765435,-10,180326MARRE,19-Mar-26
766443,-10,180326MARRE,19-Mar-26
766866,-10,180326MARRE,19-Mar-26
767125,-10,180326MARRE,19-Mar-26
767487,-10,180326MARRE,19-Mar-26
767602,-10,180326MARRE,19-Mar-26
767954,-10,180326MARRE,19-Mar-26
768029,-10,180326MARRE,19-Mar-26
768086,-10,180326MARRE,19-Mar-26
768160,-10,180326MARRE,19-Mar-26
768628,-10,180326MARRE,19-Mar-26
769082,-10,180326MARRE,19-Mar-26
769299,-10,180326MARRE,19-Mar-26
769541,-10,180326MARRE,19-Mar-26
769615,-10,180326MARRE,19-Mar-26
769981,-10,180326MARRE,19-Mar-26
770373,-10,180326MARRE,19-Mar-26
770672,-10,180326MARRE,19-Mar-26
770884,-10,180326MARRE,19-Mar-26
771072,-10,180326MARRE,19-Mar-26
771743,-10,180326MARRE,19-Mar-26
772008,-10,180326MARRE,19-Mar-26
772908,-10,180326MARRE,19-Mar-26
772993,-10,180326MARRE,19-Mar-26
773355,-10,180326MARRE,19-Mar-26
775359,-10,180326MARRE,19-Mar-26
776167,-10,180326MARRE,19-Mar-26
776256,-10,180326MARRE,19-Mar-26
777102,-10,180326MARRE,19-Mar-26
777629,-10,180326MARRE,19-Mar-26
777703,-10,180326MARRE,19-Mar-26
777721,-10,180326MARRE,19-Mar-26
778017,-10,180326MARRE,19-Mar-26
778227,-10,180326MARRE,19-Mar-26
778275,-10,180326MARRE,19-Mar-26
779598,-10,180326MARRE,19-Mar-26
779962,-10,180326MARRE,19-Mar-26
780550,-10,180326MARRE,19-Mar-26
782969,-10,180326MARRE,19-Mar-26
783096,-10,180326MARRE,19-Mar-26
785324,-10,180326MARRE,19-Mar-26
785551,-10,180326MARRE,19-Mar-26
786465,-10,180326MARRE,19-Mar-26
787263,-10,180326MARRE,19-Mar-26
787928,-10,180326MARRE,19-Mar-26
791553,-10,180326MARRE,19-Mar-26
791767,-10,180326MARRE,19-Mar-26
792318,-10,180326MARRE,19-Mar-26
792588,-10,180326MARRE,19-Mar-26
792836,-10,180326MARRE,19-Mar-26
797252,-10,180326MARRE,19-Mar-26
797267,-10,180326MARRE,19-Mar-26
797278,-10,180326MARRE,19-Mar-26
803251,-10,180326MARRE,19-Mar-26
803970,-10,180326MARRE,19-Mar-26
805145,-10,180326MARRE,19-Mar-26
80590,-10,180326MARRE,19-Mar-26
806644,-10,180326MARRE,19-Mar-26
806785,-10,180326MARRE,19-Mar-26
812227,-10,180326MARRE,19-Mar-26
815958,-10,180326MARRE,19-Mar-26
816273,-10,180326MARRE,19-Mar-26
817669,-10,180326MARRE,19-Mar-26
819794,-10,180326MARRE,19-Mar-26
820525,-10,180326MARRE,19-Mar-26
822956,-10,180326MARRE,19-Mar-26
824244,-10,180326MARRE,19-Mar-26
824808,-10,180326MARRE,19-Mar-26
825060,-10,180326MARRE,19-Mar-26
825256,-10,180326MARRE,19-Mar-26
826279,-10,180326MARRE,19-Mar-26
827628,-10,180326MARRE,19-Mar-26
829549,-10,180326MARRE,19-Mar-26
832856,-10,180326MARRE,19-Mar-26
833499,-10,180326MARRE,19-Mar-26
833954,-10,180326MARRE,19-Mar-26
835520,-10,180326MARRE,19-Mar-26
837400,-10,180326MARRE,19-Mar-26
837676,-10,180326MARRE,19-Mar-26
839742,-10,180326MARRE,19-Mar-26
839835,-10,180326MARRE,19-Mar-26
840168,-10,180326MARRE,19-Mar-26
840336,-10,180326MARRE,19-Mar-26
840620,-10,180326MARRE,19-Mar-26
845157,-10,180326MARRE,19-Mar-26
845411,-10,180326MARRE,19-Mar-26
850779,-10,180326MARRE,19-Mar-26
852563,-10,180326MARRE,19-Mar-26
854444,-10,180326MARRE,19-Mar-26
856179,-10,180326MARRE,19-Mar-26
858200,-10,180326MARRE,19-Mar-26
858437,-10,180326MARRE,19-Mar-26
859080,-10,180326MARRE,19-Mar-26
862183,-10,180326MARRE,19-Mar-26
862832,-10,180326MARRE,19-Mar-26
865045,-10,180326MARRE,19-Mar-26
868091,-10,180326MARRE,19-Mar-26
870772,-10,180326MARRE,19-Mar-26
871661,-10,180326MARRE,19-Mar-26
871765,-10,180326MARRE,19-Mar-26
872450,-10,180326MARRE,19-Mar-26
873242,-10,180326MARRE,19-Mar-26
875337,-10,180326MARRE,19-Mar-26
876100,-10,180326MARRE,19-Mar-26
878886,-10,180326MARRE,19-Mar-26
879084,-10,180326MARRE,19-Mar-26
880480,-10,180326MARRE,19-Mar-26
880586,-10,180326MARRE,19-Mar-26
885513,-10,180326MARRE,19-Mar-26
886268,-10,180326MARRE,19-Mar-26
886387,-10,180326MARRE,19-Mar-26
888927,-10,180326MARRE,19-Mar-26
891224,-10,180326MARRE,19-Mar-26
891797,-10,180326MARRE,19-Mar-26
892180,-10,180326MARRE,19-Mar-26
893733,-10,180326MARRE,19-Mar-26
893794,-10,180326MARRE,19-Mar-26
896525,-10,180326MARRE,19-Mar-26
897579,-10,180326MARRE,19-Mar-26
900517,-10,180326MARRE,19-Mar-26
905185,-10,180326MARRE,19-Mar-26
906914,-10,180326MARRE,19-Mar-26
907568,-10,180326MARRE,19-Mar-26
909081,-10,180326MARRE,19-Mar-26
909105,-10,180326MARRE,19-Mar-26
910397,-10,180326MARRE,19-Mar-26
910887,-10,180326MARRE,19-Mar-26
911876,-10,180326MARRE,19-Mar-26
911999,-10,180326MARRE,19-Mar-26
912887,-10,180326MARRE,19-Mar-26
913209,-10,180326MARRE,19-Mar-26
917402,-10,180326MARRE,19-Mar-26
919256,-10,180326MARRE,19-Mar-26
919402,-10,180326MARRE,19-Mar-26
920744,-10,180326MARRE,19-Mar-26
921434,-10,180326MARRE,19-Mar-26
921515,-10,180326MARRE,19-Mar-26
923326,-10,180326MARRE,19-Mar-26
925368,-10,180326MARRE,19-Mar-26
927280,-10,180326MARRE,19-Mar-26
928615,-10,180326MARRE,19-Mar-26
929246,-10,180326MARRE,19-Mar-26
929686,-10,180326MARRE,19-Mar-26
931245,-10,180326MARRE,19-Mar-26
931530,-10,180326MARRE,19-Mar-26
937790,-10,180326MARRE,19-Mar-26
938959,-10,180326MARRE,19-Mar-26
939968,-10,180326MARRE,19-Mar-26
941906,-10,180326MARRE,19-Mar-26
942527,-10,180326MARRE,19-Mar-26
944071,-10,180326MARRE,19-Mar-26
944116,-10,180326MARRE,19-Mar-26
944578,-10,180326MARRE,19-Mar-26
944727,-10,180326MARRE,19-Mar-26
945286,-10,180326MARRE,19-Mar-26
946837,-10,180326MARRE,19-Mar-26
946859,-10,180326MARRE,19-Mar-26
954497,-10,180326MARRE,19-Mar-26
956388,-10,180326MARRE,19-Mar-26
961283,-10,180326MARRE,19-Mar-26
969504,-10,180326MARRE,19-Mar-26
970464,-10,180326MARRE,19-Mar-26
973949,-10,180326MARRE,19-Mar-26
981193,-10,180326MARRE,19-Mar-26
983178,-10,180326MARRE,19-Mar-26
990975,-10,180326MARRE,19-Mar-26
992694,-10,180326MARRE,19-Mar-26
994575,-10,180326MARRE,19-Mar-26
994829,-10,180326MARRE,19-Mar-26
996994,-10,180326MARRE,19-Mar-26
999153,-10,180326MARRE,19-Mar-26
999290,-10,180326MARRE,19-Mar-26
1074195,-9.82,180326MARRE,19-Mar-26
763282,-9.82,180326MARRE,19-Mar-26
34864,-9.79,180326MARRE,19-Mar-26
206976,-9.74,180326MARRE,19-Mar-26
20243,-9.057016,180326MARRE,19-Mar-26
762712,-9,180326MARRE,19-Mar-26
757672,-8.94,180326MARRE,19-Mar-26
760171,-8.94,180326MARRE,19-Mar-26
1068943,-8.92,180326MARRE,19-Mar-26
1078535,-8.92,180326MARRE,19-Mar-26
1081112,-8.92,180326MARRE,19-Mar-26
61495,-8.92,180326MARRE,19-Mar-26
72334,-8.67,180326MARRE,19-Mar-26
250560,-8.62,180326MARRE,19-Mar-26
278777,-8.31,180326MARRE,19-Mar-26
881960,-8.16,180326MARRE,19-Mar-26
1104893,-8.12,180326MARRE,19-Mar-26
741516,-8,180326MARRE,19-Mar-26
35596,-7.86,180326MARRE,19-Mar-26
877038,-7.81,180326MARRE,19-Mar-26
692104,-7.75,180326MARRE,19-Mar-26
272263,-7.71,180326MARRE,19-Mar-26
1216547,-7.52,180326MARRE,19-Mar-26
1257367,-7.52,180326MARRE,19-Mar-26
1028955,-7.5,180326MARRE,19-Mar-26
152165,-7.43,180326MARRE,19-Mar-26
273776,-7.33,180326MARRE,19-Mar-26
88714,-7.29,180326MARRE,19-Mar-26
1004331,-7,180326MARRE,19-Mar-26
1009378,-7,180326MARRE,19-Mar-26
763116,-7,180326MARRE,19-Mar-26
698124,-6.97,180326MARRE,19-Mar-26
59019,-6.91,180326MARRE,19-Mar-26
23588,-6.46,180326MARRE,19-Mar-26
20950,-6.09,180326MARRE,19-Mar-26
81273,-5.75,180326MARRE,19-Mar-26
36429,-5.74,180326MARRE,19-Mar-26
336624,-5.47,180326MARRE,19-Mar-26
30801,-5.44946,180326MARRE,19-Mar-26
586013,-5.34,180326MARRE,19-Mar-26
930975,-5.2,180326MARRE,19-Mar-26
764914,-5.1,180326MARRE,19-Mar-26
57179,-5.05,180326MARRE,19-Mar-26
701863,-5.03,180326MARRE,19-Mar-26
691298,-5.02,180326MARRE,19-Mar-26
274160,-5,180326MARRE,19-Mar-26
669661,-5,180326MARRE,19-Mar-26
772752,-5,180326MARRE,19-Mar-26
1016346,-5,180326MARRE,19-Mar-26
1017533,-5,180326MARRE,19-Mar-26
1040879,-5,180326MARRE,19-Mar-26
1044060,-5,180326MARRE,19-Mar-26
1048156,-5,180326MARRE,19-Mar-26
1049219,-5,180326MARRE,19-Mar-26
1059336,-5,180326MARRE,19-Mar-26
1065021,-5,180326MARRE,19-Mar-26
1065617,-5,180326MARRE,19-Mar-26
1067098,-5,180326MARRE,19-Mar-26
1071524,-5,180326MARRE,19-Mar-26
112304,-5,180326MARRE,19-Mar-26
629843,-5,180326MARRE,19-Mar-26
682514,-5,180326MARRE,19-Mar-26
689261,-5,180326MARRE,19-Mar-26
694328,-5,180326MARRE,19-Mar-26
696249,-5,180326MARRE,19-Mar-26
696556,-5,180326MARRE,19-Mar-26
719349,-5,180326MARRE,19-Mar-26
737232,-5,180326MARRE,19-Mar-26
737809,-5,180326MARRE,19-Mar-26
744643,-5,180326MARRE,19-Mar-26
747482,-5,180326MARRE,19-Mar-26
763013,-5,180326MARRE,19-Mar-26
814585,-5,180326MARRE,19-Mar-26
825034,-5,180326MARRE,19-Mar-26
858982,-5,180326MARRE,19-Mar-26
871802,-5,180326MARRE,19-Mar-26
896733,-5,180326MARRE,19-Mar-26
899311,-5,180326MARRE,19-Mar-26
919268,-5,180326MARRE,19-Mar-26
924303,-5,180326MARRE,19-Mar-26
925222,-5,180326MARRE,19-Mar-26
945209,-5,180326MARRE,19-Mar-26
950972,-5,180326MARRE,19-Mar-26
960651,-5,180326MARRE,19-Mar-26
990856,-5,180326MARRE,19-Mar-26
997214,-5,180326MARRE,19-Mar-26
740494,-4.96,180326MARRE,19-Mar-26
88955,-4.91,180326MARRE,19-Mar-26
1129560,-4.9,180326MARRE,19-Mar-26
118687,-4.82,180326MARRE,19-Mar-26
755574,-4.8,180326MARRE,19-Mar-26
28534,-4.65,180326MARRE,19-Mar-26
1064448,-4.48,180326MARRE,19-Mar-26
1078489,-4.24,180326MARRE,19-Mar-26
750897,-4,180326MARRE,19-Mar-26
762823,-4,180326MARRE,19-Mar-26
1178274,-3.76,180326MARRE,19-Mar-26
1216568,-3.76,180326MARRE,19-Mar-26
23384,-3.71,180326MARRE,19-Mar-26
913020,-3.6,180326MARRE,19-Mar-26
54349,-3.584,180326MARRE,19-Mar-26
667533,-3.54,180326MARRE,19-Mar-26
376865,-3.53,180326MARRE,19-Mar-26
913019,-3.5,180326MARRE,19-Mar-26
901893,-3.46,180326MARRE,19-Mar-26
72773,-3.3,180326MARRE,19-Mar-26
951660,-3.24,180326MARRE,19-Mar-26
971688,-3.23,180326MARRE,19-Mar-26
147828,-3.22,180326MARRE,19-Mar-26
43489,-3.18,180326MARRE,19-Mar-26
1067759,-3.07,180326MARRE,19-Mar-26
662275,-3.05,180326MARRE,19-Mar-26
1027361,-3,180326MARRE,19-Mar-26
58441,-3,180326MARRE,19-Mar-26
696051,-3,180326MARRE,19-Mar-26
688809,-2.9,180326MARRE,19-Mar-26
558484,-2.9,180326MARRE,19-Mar-26
1168125,-2.86,180326MARRE,19-Mar-26
672166,-2.84,180326MARRE,19-Mar-26
1159343,-2.54,180326MARRE,19-Mar-26
1082427,-2.52,180326MARRE,19-Mar-26
32606,-2.51,180326MARRE,19-Mar-26
1075873,-2.51,180326MARRE,19-Mar-26
1004003,-2.5,180326MARRE,19-Mar-26
30275,-2.42,180326MARRE,19-Mar-26
25542,-2.36,180326MARRE,19-Mar-26
63765,-2.36,180326MARRE,19-Mar-26
1161517,-2.32,180326MARRE,19-Mar-26
841705,-2.2,180326MARRE,19-Mar-26
